	tokenized	POS	lex
AR-130-99201	['ب', 'سبب', 'مواقع', 'التواصل', 'الاجتماعي', 'لم', 'تعد', 'ب', 'عض', 'العائلات', 'تجلس', 'مع', 'ب', 'عض', 'ها', 'لم', 'يعد', 'أحد', 'يعرف', 'الآخر', 'و', 'لكن', 'من', 'يمكن', 'ه', 'أن', 'يترك', 'هذا', 'الإدمان']	['abbrev', 'noun', 'noun', 'noun', 'adj', 'part_neg', 'verb', 'abbrev', 'verb', 'noun', 'verb', 'prep', 'abbrev', 'verb', 'pron_dem', 'part_neg', 'verb', 'noun', 'verb', 'adj', 'conj', 'conj', 'prep', 'verb', 'abbrev', 'conj_sub', 'verb', 'pron_dem', 'noun']	['بِ', 'سَبَب', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'لَم', 'عاد', 'بِ', 'عَضّ', 'عائِلَة', 'جَلَس', 'مَع', 'بِ', 'عَضّ', 'ها', 'لَم', 'عاد', 'أَحَد', 'عَرَف', 'آخَر', 'وَ', 'لٰكِنَّ', 'مِن', 'أَمْكَن', 'ه', 'أَنَّ', 'تَرَك', 'هٰذا', 'إِدْمان']
AR-130-292703	['أن', 'ل', 'التواصل', 'الاجتماعي', 'الكثر', 'من', 'الإيجابيات', 'و', 'السلبيات', 'و', 'من', 'الإيجابيات', 'أن', 'ه', 'n', 'هنالك', 'وسائل', 'عدة', 'ل', 'التواصل', 'الاجتماعي']	['conj_sub', 'prep', 'noun', 'adj', 'noun', 'prep', 'adj', 'conj', 'noun', 'conj', 'prep', 'adj', 'conj_sub', 'abbrev', 'noun', 'adv', 'noun', 'adj', 'prep', 'noun', 'adj']	['أَنَّ', 'لِ', 'تَواصُل', 'ٱِجْتِماعِيّ', 'كُثْر', 'مِن', 'إِيجابِيّ', 'وَ', 'سَلْبِيّات', 'وَ', 'مِن', 'إِيجابِيّ', 'أَنَّ', 'ه', 'n', 'هُناكَ', 'وَسِيلَة', 'عِدَّة', 'لِ', 'تَواصُل', 'ٱِجْتِماعِيّ']
AR-030-90528	['التواصل', 'الاجتماعي', 'ل', 'ه', 'أثر', 'جدا', 'كبير', 'في', 'مجتمع', 'نا', 'الحالي', '.']	['noun', 'adj', 'prep', 'abbrev', 'verb', 'noun', 'adj', 'prep', 'noun', 'noun_prop', 'adj', 'punc']	['تَواصُل', 'ٱِجْتِماعِيّ', 'لِ', 'ه', 'أَثَّر', 'جِدّ', 'كَبِير', 'فِي', 'مُجْتَمَع', 'نا', 'حالِيّ', '.']
AR-030-90528	['الإنترنت', 'غير', 'الإنسان', 'ب', 'شكل', 'غير', 'طبيعي', 'و', 'في', 'رأي', 'غير', 'الإنسان', 'للاسوء', 'ل', 'أن', 'مشغول', 'طوال', 'اليوم', 'يتواصل', 'مع', 'النسان', 'و', 'لم', 'يكون', 'لدى', 'ه', 'أي', 'وقت', 'فراغ', 'ل', 'يجلس', 'مع', 'أهل', 'ه', 'و', 'عاءلته', '.']	['noun_prop', 'noun', 'noun', 'abbrev', 'noun', 'noun', 'adj', 'conj', 'prep', 'noun', 'noun', 'noun', 'noun_prop', 'prep', 'conj_sub', 'adj', 'adj', 'noun', 'verb', 'prep', 'noun_prop', 'conj', 'part_neg', 'verb', 'noun', 'abbrev', 'pron_interrog', 'noun', 'noun', 'prep', 'verb', 'prep', 'noun', 'abbrev', 'conj', 'noun_prop', 'punc']	['إِنْتِرْنِت', 'غَيْر', 'إِنْسان', 'بِ', 'شَكْل', 'غَيْر', 'طَبِيعِيّ', 'وَ', 'فِي', 'رَأْي', 'غَيْر', 'إِنْسان', 'للاسوء', 'لِ', 'أَنَّ', 'مَشْغُول', 'طَوِيل', 'يَوْم', 'تَواصَل', 'مَع', 'النسان', 'وَ', 'لَم', 'كان', 'لَدَى', 'ه', 'أَيّ', 'وَقْت', 'فَراغ', 'لِ', 'جَلَس', 'مَع', 'أَهْل', 'ه', 'وَ', 'عاءلته', '.']
AR-030-90528	"['لم', 'أنكر', 'في', 'ه', 'اجابيات', 'كثيرة', 'مثل', 'ممكن', 'الإنسان', 'n', 'التواصل', 'مع', 'ف', 'رد', 'برع', 'الدولة', 'و', 'ممكن', 'أيضا', 'أي', 'يبحث', 'عن', 'معلومات', 'في', '""قوقل""', 'ل', 'يساعد', 'هم', 'في', 'مثلا', 'واجب', '.']"	['part_neg', 'verb', 'prep', 'abbrev', 'noun_prop', 'noun', 'noun', 'adj', 'noun', 'noun', 'noun', 'prep', 'abbrev', 'noun', 'verb', 'noun', 'conj', 'adj', 'noun', 'pron_interrog', 'verb', 'prep', 'noun', 'prep', 'noun_prop', 'prep', 'verb', 'pron', 'prep', 'noun', 'noun', 'punc']	"['لَم', 'أَنْكَر', 'فِي', 'ه', 'اجابيات', 'كَثِير', 'مِثْل', 'مُمْكِن', 'إِنْسان', 'n', 'تَواصُل', 'مَع', 'فَ', 'رَدّ', 'بَرَع', 'دَوْلَة', 'وَ', 'مُمْكِن', 'أَيْض', 'أَيّ', 'بَحَث', 'عَن', 'مَعْلُومَة', 'فِي', '""قوقل""', 'لِ', 'ساعَد', 'هُم', 'فِي', 'مَثَل', 'واجِب', '.']"
AR-030-90528	"['المجتمع', 'تحسن', 'ب', 'سبب', 'التواصل', 'الاجتماعي', 'في', 'التكنولوجيا', 'الذي', 'ساعد', 'في', 'تطور', 'الدولة', 'و', 'العالم', 'و', 'الفرد', 'يريد', 'أن', 'يطور', 'مجتمع', 'ه', 'و', 'ل', 'يطور', 'مجتمع', 'يحتاج', 'إلى', 'التواصل', 'الإجماعي', 'عشان', 'يعرف', 'المجتمع', 'إلى', 'أي', 'حد', 'مطور', 'ل', 'يعمل', 'شيء', 'جديد', 'و', 'غير', 'مألوف', 'ل', 'أن', 'في', 'هذه', 'الطريقة', 'المجتمع', 'س', 'تطور', 'إلى', 'الافضل.في', 'n', 'طرف', 'ثاني', 'ل', 'تواصل', 'الاجتماعيي', 'مثل', '""instagram""""twitter""""snapchat""', 'n', 'n', 'n', 'n', 'هذه', 'البرامج', 'تستخدمان', 'ها', 'ل', 'يتواصلوا', 'مع', 'اصدقااهم', 'و', 'أحباء', 'هم', 'و', 'ممكن', 'n', 'يرسلوا', 'صور', 'أو', 'فديو', 'ل', 'بعض', 'ل', 'يعرفوا', 'أخبار', 'بعض', '.']"	['noun', 'noun', 'abbrev', 'noun', 'noun', 'adj', 'prep', 'noun', 'pron_rel', 'verb', 'prep', 'noun', 'noun', 'conj', 'noun', 'conj', 'noun', 'verb', 'conj_sub', 'verb', 'noun', 'abbrev', 'conj', 'prep', 'verb', 'noun', 'verb', 'prep', 'noun', 'adj', 'noun', 'verb', 'noun', 'prep', 'pron_interrog', 'noun', 'adj', 'prep', 'verb', 'noun', 'adj', 'conj', 'noun', 'noun', 'prep', 'conj_sub', 'prep', 'pron_dem', 'noun', 'noun', 'abbrev', 'noun', 'prep', 'noun_prop', 'noun', 'noun', 'adj', 'prep', 'verb', 'noun_prop', 'noun', 'noun_prop', 'noun', 'noun', 'noun', 'noun', 'pron_dem', 'noun', 'verb', 'pron_dem', 'prep', 'verb', 'prep', 'noun_prop', 'conj', 'noun', 'pron', 'conj', 'adj', 'noun', 'verb', 'noun_prop', 'conj', 'noun_prop', 'prep', 'noun', 'prep', 'verb', 'noun', 'noun', 'punc']	"['مُجْتَمَع', 'تَحَسُّن', 'بِ', 'سَبَب', 'تَواصُل', 'ٱِجْتِماعِيّ', 'فِي', 'تِكْنُولُوجِيا', 'الَّذِي', 'ساعَد', 'فِي', 'تَطَوُّر', 'دَوْلَة', 'وَ', 'عالَم', 'وَ', 'فَرْد', 'أَراد', 'أَنَّ', 'طَوَّر', 'مُجْتَمَع', 'ه', 'وَ', 'لِ', 'طَوَّر', 'مُجْتَمَع', 'ٱِحْتاج', 'إِلَى', 'تَواصُل', 'إِجْماعِيّ', 'عُشّ', 'عَرَف', 'مُجْتَمَع', 'إِلَى', 'أَيّ', 'حَدّ', 'مُطَوِّر', 'لِ', 'عَمِل', 'شَيْء', 'جَدِيد', 'وَ', 'غَيْر', 'مَأْلُوف', 'لِ', 'أَنَّ', 'فِي', 'هٰذا', 'طَرِيقَة', 'مُجْتَمَع', 'س', 'تَطَوُّر', 'إِلَى', 'الافضل.في', 'n', 'طَرَف', 'ثانِي', 'لِ', 'واصَل', 'الاجتماعيي', 'مِثْل', '""instagram""""twitter""""snapchat""', 'n', 'n', 'n', 'n', 'هٰذا', 'بَرْنامَج', 'ٱِسْتَخْدَم', 'ها', 'لِ', 'تَواصَل', 'مَع', 'اصدقااهم', 'وَ', 'حَبِيب', 'هُم', 'وَ', 'مُمْكِن', 'n', 'أَرْسَل', 'صُور', 'أَو', 'فديو', 'لِ', 'عَضّ', 'لِ', 'عَرَف', 'خَبَر', 'عَضّ', '.']"
AR-030-90528	['هاذا', 'الشيء', 'جيد', 'إذا', 'استخدموا', 'ها', 'ب', 'الطريقة', 'الصحيحة', 'و', 'إذا', 'استخدموا', 'ها', 'ب', 'طريقة', 'الخاطءة', 'س', 'يفسد', 'المجتمع', 'ب', 'شكل', 'بكير', 'و', 'خاطء', '.']	['noun_prop', 'noun', 'adj', 'conj', 'verb', 'pron_dem', 'abbrev', 'noun', 'adj', 'conj', 'conj', 'verb', 'pron_dem', 'abbrev', 'noun', 'noun_prop', 'abbrev', 'verb', 'noun', 'abbrev', 'noun', 'noun', 'conj', 'noun_prop', 'punc']	['هاذا', 'شَيْء', 'جَيِّد', 'إِذا', 'ٱِسْتَخْدَم', 'ها', 'بِ', 'طَرِيقَة', 'صَحِيح', 'وَ', 'إِذا', 'ٱِسْتَخْدَم', 'ها', 'بِ', 'طَرِيقَة', 'الخاطءه', 'س', 'أَفْسَد', 'مُجْتَمَع', 'بِ', 'شَكْل', 'بَكِير', 'وَ', 'خاطء', '.']
AR-130-90530	['أثرت', 'وسائل', 'التواصل', 'الاجتماعي', 'ب', 'شكل', 'كبير', 'على', 'حياة', 'نا', 'اليوم،']	['verb', 'noun', 'noun', 'adj', 'abbrev', 'noun', 'adj', 'prep', 'noun', 'noun_prop', 'noun_prop']	['أَثَّر', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'بِ', 'شَكْل', 'كَبِير', 'عَلَى', 'حَياة', 'نا', 'اليوم،']
AR-130-90530	['من', 'ما', 'أدى', 'n', 'تأثير', 'ها', 'على', 'الفرد', 'والمجتمع', '.']	['prep', 'pron_rel', 'verb', 'noun', 'noun', 'pron_dem', 'prep', 'noun', 'noun', 'punc']	['مِن', 'ما', 'أَدَّى', 'n', 'تَأْثِير', 'ها', 'عَلَى', 'فَرْد', 'مُجْتَمَع', '.']
AR-130-90530	['أصبح', 'الهاتف', 'شيء', 'أساسيا', 'في', 'حياة', 'الإنسان', 'ف', 'يصاحب', 'ه', 'أينما', 'ذهب', '.']	['verb', 'noun', 'noun', 'adj', 'prep', 'noun', 'noun', 'abbrev', 'verb', 'abbrev', 'conj', 'verb', 'punc']	['أَصْبَح', 'هاتِف', 'شَيْء', 'أَساسِيّ', 'فِي', 'حَياة', 'إِنْسان', 'فَ', 'صاحَب', 'ه', 'أَيْنَما', 'ذَهَب', '.']
AR-130-90530	['يمكن', 'استخدام', 'الوسائل', 'التواصل', 'الاجتماعي', 'في', 'الكثير', 'من', 'المجالات', 'التي', 'يمكن', 'أن', 'تكون', 'إيجابية', 'أو', 'سلبية', 'على', 'الفرد', 'والمجتمع', '.']	['verb', 'noun', 'noun', 'noun', 'adj', 'prep', 'noun', 'prep', 'noun', 'pron_rel', 'verb', 'conj_sub', 'verb', 'adj', 'conj', 'adj', 'prep', 'noun', 'noun', 'punc']	['أَمْكَن', 'ٱِسْتِخْدام', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'فِي', 'كَثِير', 'مِن', 'مَجال', 'الَّذِي', 'أَمْكَن', 'أَنَّ', 'كان', 'إِيجابِيّ', 'أَو', 'سَلْبِيّ', 'عَلَى', 'فَرْد', 'مُجْتَمَع', '.']
AR-130-90530	['التواصل', 'مع', 'الناس', 'أصبح', 'أسرع', 'و', 'أسهل', 'ب', 'فضل', 'الوسائل', 'التواصل', 'الاجتماعي،']	['noun', 'prep', 'noun', 'verb', 'noun', 'conj', 'noun', 'abbrev', 'noun', 'noun', 'noun', 'noun_prop']	['تَواصُل', 'مَع', 'ناس', 'أَصْبَح', 'أَسْرَع', 'وَ', 'أَسْهَل', 'بِ', 'فَضْل', 'وَسِيلَة', 'تَواصُل', 'الاجتماعي،']
AR-130-90530	['ف', 'يمكن', 'التواصل', 'مع', 'الأصدقاء', 'أينما', 'كانوا', 'في', 'جميع', 'أنحاء', 'العالم', 'ب', 'شكل', 'اسرع', '.']	['abbrev', 'verb', 'noun', 'prep', 'noun', 'conj', 'verb', 'prep', 'noun', 'noun', 'noun', 'abbrev', 'noun', 'noun', 'punc']	['فَ', 'أَمْكَن', 'تَواصُل', 'مَع', 'صَدِيق', 'أَيْنَما', 'كان', 'فِي', 'جَمِيع', 'نَحْو', 'عالَم', 'بِ', 'شَكْل', 'أَسْرَع', '.']
AR-130-90530	['هذا', 'يساعد', 'خصيصا', 'الناس', 'في', 'العمل', 'و', 'أيضا', 'في', 'التجارة', 'ب', 'التواصل', 'مع', 'الزبائن', 'ب', 'شكل', 'اسهل', '.']	['pron_dem', 'verb', 'noun', 'noun', 'prep', 'noun', 'conj', 'noun', 'prep', 'noun', 'abbrev', 'noun', 'prep', 'noun', 'abbrev', 'noun', 'noun', 'punc']	['هٰذا', 'ساعَد', 'خَصِيص', 'ناس', 'فِي', 'عَمَل', 'وَ', 'أَيْض', 'فِي', 'تِجارَة', 'بِ', 'تَواصُل', 'مَع', 'زَبُون', 'بِ', 'شَكْل', 'أَسْهَل', '.']
AR-130-90530	['و', 'أيضا', 'تستخدم', 'ك', 'وسيلة', 'ل', 'الإعلان', 'و', 'عرض', 'منتجات', 'جديدة', 'ب', 'سعر', 'أقل', 'و', 'ب', 'شكل', 'اسرع', '.']	['conj', 'noun', 'verb', 'abbrev', 'noun', 'prep', 'noun', 'conj', 'verb', 'noun', 'adj', 'abbrev', 'noun', 'noun', 'conj', 'abbrev', 'noun', 'noun', 'punc']	['وَ', 'أَيْض', 'ٱِسْتَخْدَم', 'كَ', 'وَسِيلَة', 'لِ', 'إِعْلان', 'وَ', 'عَرَض', 'مُنْتَج', 'جَدِيد', 'بِ', 'سِعْر', 'أَقَلّ', 'وَ', 'بِ', 'شَكْل', 'أَسْرَع', '.']
AR-130-90530	['كل', 'هذه', 'الإيجابيات', 'أثرت', 'على', 'المجتمع،']	['noun', 'pron_dem', 'adj', 'verb', 'prep', 'noun_prop']	['كُلّ', 'هٰذا', 'إِيجابِيّ', 'أَثَّر', 'عَلَى', 'المجتمع،']
AR-130-90530	['ف', 'أصبح', 'الإنسان', 'أكثر', 'وعيا', 'عن', 'ما', 'يحصل', 'حول', 'ه', 'من', 'أخبار', 'واحداث', '.']	['abbrev', 'verb', 'noun', 'adj', 'noun', 'prep', 'pron_rel', 'verb', 'noun', 'abbrev', 'prep', 'noun', 'noun', 'punc']	['فَ', 'أَصْبَح', 'إِنْسان', 'أَكْثَر', 'وَعْي', 'عَن', 'ما', 'حَصَل', 'حَوْل', 'ه', 'مِن', 'خَبَر', 'حَدَث', '.']
AR-130-90530	['و', 'حتما', 'في', 'أن', 'يكون', 'ل', 'الوسائل', 'التواصل', 'الاجتماعي', 'سلبيات،']	['conj', 'noun', 'prep', 'conj_sub', 'verb', 'prep', 'noun', 'noun', 'adj', 'noun_prop']	['وَ', 'حَتْم', 'فِي', 'أَنَّ', 'كان', 'لِ', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'سلبيات،']
AR-130-90530	['و', 'أول', 'هم', 'استغلال', 'ها', 'ل', 'نشر', 'الشائعات', 'الغير', 'الصحيحة', 'من', 'ما', 'يؤدي', 'إلى', 'المشاكل', '.']	['conj', 'adj', 'pron', 'noun', 'pron_dem', 'prep', 'noun', 'adj', 'noun', 'adj', 'prep', 'pron_rel', 'verb', 'prep', 'noun', 'punc']	['وَ', 'أَوَّل', 'هُم', 'ٱِسْتِغْلال', 'ها', 'لِ', 'نَشْر', 'شائِع', 'غَيْر', 'صَحِيح', 'مِن', 'ما', 'أَدَّى', 'إِلَى', 'مُشْكِلَة', '.']
AR-130-90530	['و', 'هذا', 'يمكن', 'أن', 'يكون', 'شائعات', 'بين', 'الاصدقاء،']	['conj', 'pron_dem', 'verb', 'conj_sub', 'verb', 'adj', 'noun', 'noun_prop']	['وَ', 'هٰذا', 'أَمْكَن', 'أَنَّ', 'كان', 'شائِع', 'بَيِّن', 'الاصدقاء،']
AR-130-90530	['في', 'العمل', 'و', 'أخبار', 'عن', 'العالم', '.']	['prep', 'noun', 'conj', 'noun', 'prep', 'noun', 'punc']	['فِي', 'عَمَل', 'وَ', 'خَبَر', 'عَن', 'عالَم', '.']
AR-130-90530	['تؤثر', 'الوسائل', 'التواصل', 'الاجتماعي', 'أيضا', 'على', 'صغار', 'السن،']	['verb', 'noun', 'noun', 'adj', 'noun', 'prep', 'noun', 'noun_prop']	['أَثَّر', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'أَيْض', 'عَلَى', 'صَغِير', 'السن،']
AR-130-90530	['ف', 'يمكن', 'أن', 'ينظر', 'إلى', 'مظاهر', 'مخلة', 'للآداب', '.']	['abbrev', 'verb', 'conj_sub', 'verb', 'prep', 'noun', 'adj', 'noun', 'punc']	['فَ', 'أَمْكَن', 'أَنَّ', 'نَظَر', 'إِلَى', 'مَظْهَر', 'مُخِلّ', 'أَدَب', '.']
AR-130-90530	['يجب', 'على', 'الفرد', 'استخدام', 'وسائل', 'التواصل', 'الاجتماعي', 'ب', 'شكل', 'صحيح', 'ل', 'يتجنب', 'المشاكل', '.']	['verb', 'prep', 'noun', 'noun', 'noun', 'noun', 'adj', 'abbrev', 'noun', 'adj', 'prep', 'verb', 'noun', 'punc']	['وَجَب', 'عَلَى', 'فَرْد', 'ٱِسْتِخْدام', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'بِ', 'شَكْل', 'صَحِيح', 'لِ', 'تَجَنَّب', 'مُشْكِلَة', '.']
AR-130-119813	['التواصل', 'الاجتماعي', 'ل', 'ها', 'سلبيات', 'و', 'إيجابيات', 'ل', 'أكن', 'قد', 'تؤثر', 'ب', 'طريق', 'ه', 'سلبية', 'أكثر', 'على', 'الفرد.الكثير', 'n', 'من', 'الناس', 'يستخدمون', 'التواصل', 'الاجتماعي', 'ب', 'طريق', 'ه', 'خاطئه', '.']	['noun', 'adj', 'prep', 'pron_dem', 'noun', 'conj', 'noun', 'prep', 'verb', 'part_verb', 'verb', 'abbrev', 'noun', 'abbrev', 'adj', 'adj', 'prep', 'noun_prop', 'noun', 'prep', 'noun', 'verb', 'noun', 'adj', 'abbrev', 'noun', 'abbrev', 'adj', 'punc']	['تَواصُل', 'ٱِجْتِماعِيّ', 'لِ', 'ها', 'سَلْبِيَّة', 'وَ', 'إِيجابِيّات', 'لِ', 'كان', 'قَدْ', 'أَثَّر', 'بِ', 'طَرِيق', 'ه', 'سَلْبِيّ', 'أَكْثَر', 'عَلَى', 'الفرد.الكثير', 'n', 'مِن', 'ناس', 'ٱِسْتَخْدَم', 'تَواصُل', 'ٱِجْتِماعِيّ', 'بِ', 'طَرِيق', 'ه', 'خاطِئ', '.']
AR-130-119813	['يقتبس', 'الفرد', 'الكثير', 'من', 'التواصل', 'الاجتماعي', 'و', 'يتآثروقد', 'يؤثر', 'على', 'ه', 'ب', 'طريق', 'ه', 'خاطئة', 'كما', 'ذكر', 'نا', '.']	['verb', 'noun', 'noun', 'prep', 'noun', 'adj', 'conj', 'noun_prop', 'verb', 'prep', 'abbrev', 'abbrev', 'noun', 'abbrev', 'adj', 'conj', 'verb', 'noun_prop', 'punc']	['ٱِقْتَبَس', 'فَرْد', 'كَثِير', 'مِن', 'تَواصُل', 'ٱِجْتِماعِيّ', 'وَ', 'يتاثروقد', 'أَثَّر', 'عَلَى', 'ه', 'بِ', 'طَرِيق', 'ه', 'خاطِئ', 'كَما', 'ذَكَر', 'نا', '.']
AR-130-190808	['من', 'الممكن', 'n', 'n', 'وسائل', 'التواصل', 'الاجتماعي', 'أن', 'يكون', 'سببا', 'كافيا', 'أو', 'تهديدا', 'كبيرا', 'على', 'حياة', 'البشر،']	['prep', 'adj', 'noun', 'noun', 'noun', 'noun', 'adj', 'conj_sub', 'verb', 'noun', 'adj', 'conj', 'noun', 'adj', 'prep', 'noun', 'noun_prop']	['مِن', 'مُمْكِن', 'n', 'n', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'أَنَّ', 'كان', 'سَبَب', 'كافِي', 'أَو', 'تَهْدِيد', 'كَبِير', 'عَلَى', 'حَياة', 'البشر،']
AR-130-190808	['ف', 'ل', 'ذال', 'ك', 'يجب', 'على', 'مدمنوا', 'التكونولوجيا', 'تجنب', 'وسائل', 'التواصل', 'الاجتماعي', 'وعواقبها', '.']	['abbrev', 'prep', 'noun', 'abbrev', 'verb', 'prep', 'noun_prop', 'noun_prop', 'noun', 'noun', 'noun', 'adj', 'noun', 'punc']	['فَ', 'لِ', 'ذال', 'كَ', 'وَجَب', 'عَلَى', 'مدمنوا', 'التكونولوجيا', 'تَجَنُّب', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'عاقِبَة', '.']
AR-130-190808	['من', 'أحد', 'ي', 'عواقب', 'استخدام', 'وسائل', 'التواصل', 'الاجتماعي', 'أن', 'تؤدي', 'إلى', 'الانتحار', 'من', 'ما', 'يعني', 'ذلك', 'n', 'n', 'قد', 'ينتحر', 'الفرد', 'ب', 'أي', 'سبب', 'قد', 'يقود', 'ه', 'إلى', 'الموت', 'بسهولة', '.']	['prep', 'noun', 'abbrev', 'noun', 'noun', 'noun', 'noun', 'adj', 'conj_sub', 'verb', 'prep', 'noun', 'prep', 'pron_rel', 'verb', 'pron_dem', 'noun', 'noun', 'part_verb', 'verb', 'noun', 'abbrev', 'pron_interrog', 'noun', 'part_verb', 'verb', 'abbrev', 'prep', 'noun', 'noun', 'punc']	['مِن', 'أَحَد', 'ي', 'عاقِبَة', 'ٱِسْتِخْدام', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'أَنَّ', 'أَدَّى', 'إِلَى', 'ٱِنْتِحار', 'مِن', 'ما', 'عَنَى', 'ذٰلِكَ', 'n', 'n', 'قَدْ', 'ٱِنْتَحَر', 'فَرْد', 'بِ', 'أَيّ', 'سَبَب', 'قَدْ', 'قاد', 'ه', 'إِلَى', 'مَوْت', 'سُهُولَة', '.']
AR-130-190808	['التفريط', 'الذي', 'في', 'حياة', 'الفرد', 'و', 'المجتمع', 'في', 'تمضية', 'هم', 'على', 'ب', 'عض', 'التواصل', 'الاجتماعي', 'يمنع', 'هم', 'من', 'أن', 'يكونون', 'قادرين', 'على', 'وضع', 'أو', 'تحقيق', 'أهداف', 'هم', 'المهمه', '.']	['noun', 'pron_rel', 'prep', 'noun', 'noun', 'conj', 'noun', 'prep', 'noun', 'pron', 'prep', 'abbrev', 'verb', 'noun', 'adj', 'verb', 'pron', 'prep', 'conj_sub', 'verb', 'adj', 'prep', 'noun', 'conj', 'noun', 'noun', 'pron', 'noun', 'punc']	['تَفْرِيط', 'الَّذِي', 'فِي', 'حَياة', 'فَرْد', 'وَ', 'مُجْتَمَع', 'فِي', 'تَمْضِيَة', 'هُم', 'عَلَى', 'بِ', 'عَضّ', 'تَواصُل', 'ٱِجْتِماعِيّ', 'مَنَع', 'هُم', 'مِن', 'أَنَّ', 'كان', 'قادِر', 'عَلَى', 'وَضْع', 'أَو', 'تَحْقِيق', 'هَدَف', 'هُم', 'مَهَمَّة', '.']
AR-130-190808	['بينما', 'البعض', 'لا', 'يدرك', 'مدى', 'هذا', 'التأثير', 'القادر', 'على', 'تدمير', 'مستقبلهم', '.']	['conj_sub', 'adj', 'part_neg', 'verb', 'noun', 'pron_dem', 'noun', 'noun_prop', 'prep', 'noun', 'noun', 'punc']	['بَيْنَما', 'بَعْض', 'لا', 'أَدْرَك', 'مَدَى', 'هٰذا', 'تَأْثِير', 'قادِر', 'عَلَى', 'تَدْمِير', 'مُسْتَقْبَل', '.']
